age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,hours-per-week,Income
22, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40, <=50K.
52, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,36, <=50K.
44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, <=50K.
22, Private, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,40, <=50K.
49, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,45, >50K.
51, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, >50K.
27, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,20, <=50K.
34, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,12, <=50K.
22, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,40, <=50K.
68, Private, 11th,7, Widowed, Machine-op-inspct, Not-in-family, Black, Female,35, <=50K.
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,73, <=50K.
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,30, <=50K.
62, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, <=50K.
28, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,40, <=50K.
46, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,60, >50K.
49, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
40, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, <=50K.
54, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
24, Private, 9th,5, Never-married, Craft-repair, Other-relative, Other, Male,58, <=50K.
27, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
19, Private, Some-college,10, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,42, <=50K.
27, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
39, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,50, <=50K.
29, ?, Bachelors,13, Married-spouse-absent, ?, Not-in-family, White, Male,50, <=50K.
29, Private, 12th,8, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,50, <=50K.
44, Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, >50K.
51, State-gov, Doctorate,16, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,70, >50K.
37, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, >50K.
56, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
19, Private, 11th,7, Never-married, Adm-clerical, Unmarried, White, Female,15, <=50K.
37, Private, Bachelors,13, Never-married, Machine-op-inspct, Other-relative, White, Male,40, <=50K.
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,15, <=50K.
35, ?, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,15, <=50K.
28, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,35, <=50K.
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, >50K.
50, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
31, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,60, <=50K.
57, Self-emp-not-inc, 11th,7, Divorced, Other-service, Unmarried, White, Male,50, <=50K.
40, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, >50K.
44, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, >50K.
40, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, <=50K.
42, State-gov, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,45, <=50K.
41, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,35, <=50K.
23, Private, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, White, Male,45, <=50K.
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,99, <=50K.
41, Self-emp-not-inc, Some-college,10, Never-married, Sales, Own-child, White, Male,40, <=50K.
29, Self-emp-not-inc, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Male,75, <=50K.
33, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,40, <=50K.
43, Private, HS-grad,9, Divorced, Sales, Other-relative, White, Female,46, <=50K.
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,10, <=50K.
67, Self-emp-not-inc, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,33, <=50K.
21, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, <=50K.
36, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, <=50K.
22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,65, <=50K.
64, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, >50K.
24, Private, 11th,7, Never-married, Sales, Own-child, White, Female,30, <=50K.
44, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
22, Federal-gov, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,4, <=50K.
60, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,15, <=50K.
31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
74, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,11, <=50K.
30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, <=50K.
29, Private, 11th,7, Never-married, Transport-moving, Unmarried, White, Male,40, <=50K.
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, >50K.
71, Private, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,20, <=50K.
33, Private, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,80, <=50K.
56, Private, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,30, <=50K.
24, Self-emp-not-inc, 11th,7, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40, <=50K.
37, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
52, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
42, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
56, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,48, <=50K.
52, Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,40, <=50K.
56, State-gov, Doctorate,16, Married-civ-spouse, Transport-moving, Husband, White, Male,56, <=50K.
54, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, <=50K.
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, <=50K.
68, Private, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,42, <=50K.
38, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
44, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
32, ?, 11th,7, Married-civ-spouse, ?, Wife, White, Female,15, <=50K.
23, Private, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,50, <=50K.
69, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, <=50K.
52, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,60, >50K.
24, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
43, Private, 9th,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,84, <=50K.
59, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
35, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
43, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, >50K.
47, Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, <=50K.
29, ?, Some-college,10, Married-civ-spouse, ?, Own-child, Black, Female,14, <=50K.
77, ?, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,2, <=50K.
48, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, <=50K.
40, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
23, State-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,15, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
43, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, Black, Female,40, <=50K.
44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, <=50K.
24, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
39, Self-emp-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, Black, Male,70, >50K.
19, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,20, <=50K.
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,25, <=50K.
49, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, >50K.
22, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,36, <=50K.
59, Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, Black, Female,40, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, >50K.
38, Local-gov, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,38, <=50K.
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, >50K.
56, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, <=50K.
67, ?, Some-college,10, Widowed, ?, Not-in-family, White, Female,4, <=50K.
27, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,40, >50K.
21, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,38, <=50K.
55, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,45, <=50K.
31, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,20, <=50K.
57, Self-emp-not-inc, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, <=50K.
33, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,40, <=50K.
26, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,40, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
35, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, <=50K.
19, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,20, <=50K.
46, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, >50K.
38, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,48, <=50K.
24, Private, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,24, <=50K.
38, State-gov, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,50, >50K.
49, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,16, <=50K.
34, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Male,21, <=50K.
55, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,20, >50K.
51, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,30, <=50K.
72, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,20, <=50K.
60, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,50, >50K.
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
21, Private, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, <=50K.
49, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
46, Private, Bachelors,13, Never-married, Exec-managerial, Unmarried, Black, Female,40, <=50K.
62, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
50, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, >50K.
18, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,20, <=50K.
71, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,38, >50K.
30, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,22, <=50K.
51, Private, 10th,6, Widowed, Sales, Unmarried, White, Female,40, <=50K.
36, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,40, >50K.
41, State-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,45, <=50K.
38, State-gov, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,10, <=50K.
49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,75, >50K.
42, State-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,40, <=50K.
53, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, >50K.
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,10, <=50K.
19, Private, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
43, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,40, <=50K.
47, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,45, >50K.
30, Private, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,40, >50K.
63, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
53, Local-gov, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,35, <=50K.
23, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
28, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
61, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
60, Local-gov, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,40, <=50K.
32, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, <=50K.
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,56, >50K.
36, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, <=50K.
46, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,44, <=50K.
59, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
30, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,60, <=50K.
38, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, <=50K.
57, Private, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,30, <=50K.
64, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, >50K.
48, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, <=50K.
28, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,42, >50K.
46, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, >50K.
51, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, <=50K.
55, Self-emp-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,60, >50K.
44, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,40, <=50K.
50, Private, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,40, <=50K.
58, Private, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,55, >50K.
27, Federal-gov, Assoc-voc,11, Never-married, Tech-support, Unmarried, Black, Male,40, <=50K.
52, Private, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,40, <=50K.
30, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
49, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,99, >50K.
32, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, >50K.
63, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,32, <=50K.
60, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
55, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, <=50K.
